feature,coefficient_mean,ci_low,ci_high,odds_ratio
AGE,-0.09266684029833742,-0.12561579294548775,-0.06597759851491125,0.91149712382561
DRIVING_EXPERIENCE,-1.7346302307828643,-1.8049025973483221,-1.650956222401074,0.17646543971132467
VEHICLE_YEAR,-0.7791200312592979,-0.8090282451414104,-0.7480961934010418,0.45880957179999105
ANNUAL_MILEAGE,0.2301844395822341,0.209050440144427,0.2656308148376121,1.2588321669983273
PAST_ACCIDENTS,-0.24082031165112028,-0.2821943949533566,-0.18620831522240158,0.7859828456600211
SPEEDING_VIOLATIONS,0.2800232202742916,0.23019277227442272,0.32080187181650377,1.3231605361313088
DUIS,0.07511769133939367,0.02963848696330383,0.1195008717256606,1.0780110159793754
VEHICLE_OWNERSHIP,-0.7729612435232941,-0.7991556977884763,-0.7548598723610368,0.4616440019314069
